Order,Site,RFID Date,LEFT,RIGHT,RFID number,OLD RFID,Sex,Age_TOIC,Notes,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Detected_18_19,Detected_17_18,Detected_16_17,Detected_15_16,Detected_14_15,Detected_April_16,Detected_May_16,Recap_F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15,,,Present_17_18,Present_16_17,Present_15_16,Present_14_15,Nonbreeding_18_19,Breeding_18,Nonbreeding_17_18,Breeding_17,Nonbreeding_16_17,Breeding_16,Nonbreeding_15_16,Breeding_15,Nonbreeding_14_15,Remove_18_19
736,L,42185,Black/Black,Y PT,03000209BC,,F,adult,,,,,BOX 19 L,N,N,N,Y,,,,,,,Y - 10/21 at F2L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
737,L,42185,Blue/Blue,Y PT,0700EE2D14,,M,adult,adult,,,,BOX 19 L,N,N,N,N,,,,,,,Y-9/18 at F2L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
738,L,42185,G/G,Y PT,0300023DD0,,F,adult,,,,,BOX 34 L,N,N,N,N,,Y-LEAR 3,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
739,L,42185,LG/LG,Y PT,030001EC87,,F,adult,,,,,BOX 95 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
740,L,42186,GREY PT,S2540-39284/Y,0700EE243D,,M,adult,,,,,BOX 82 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
741,L,42186,Grey/Grey,Y PT,0300022151,,F,adult,,,,,BOX 82 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
742,L,42186,LB/LB,Y PT,0700ED8676,0300035D05,F,adult,Broken PIT; replaced 19 Oct 2018 for old records see 0300035D05; feathers and pics taken 2018,BOX 25-1 L,BOX 31 L,,BOX 28 L,N,N,N,N,,,,,,Y-F3L 3/1,,,,,1,1,0,1,0,1,0,1,1,0,0,1,1,N
743,L,42186,O/O,Y PT,03000321CC,,M,adult,,,,,BOX 95 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
744,L,42186,Y PT,O/S2720-43594,030002FE1D,,F,adult,,,,,BOX 26 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
745,L,42186,Y PT,LG/S2720-43476,0300039CDC,,M,adult,,,BOX 30-1 L,,BOX 28 L,N,N,Y,Y,,Y-LEAR 3,,,,,,,,,0,1,1,1,0,0,0,1,1,0,1,1,1,N
746,L,42186,Y/Y,Y PT,0300027CC1,,F,adult,,,,,BOX 59 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
747,L,42187,GREY PT,Blue/Blue,0300025B42,,F,adult,,,,BOX 58-2,BOX 57 L,N,N,N,N,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,0,1,1,N
748,L,42187,GREY PT,O/S2720-43494,0300023AA1,,M,adult,,,,,BOX 9 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
749,L,42187,GREY PT,Blue/S2720-43505,0300020B2F,,F,adult,,,,,BOX 9 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
750,L,42187,W/W,Y PT,030003A40E,,M,adult,,,,BOX 31 L?,BOX 57 L,N,N,N,N,,,,,,,Y - 8/31 at F7L,,,,0,0,1,1,0,0,0,0,0,1,1,1,1,N
751,L,42189,GREY PT,Black/S2720-43488,0700EDFF49,,F,adult,,BOX 39-2 L,BOX 39-2 L,,BOX 38 L,N,N,N,N,,,,,,,Y - 9/4 at F5L; again 9/18 at F5L,,,,1,1,1,1,0,1,0,1,0,0,1,1,1,N
752,L,42189,GREY PT,G/S2720-43544,0700EDBBDA,,M,adult,,,,,BOX 38 L,N,N,N,N,,,,,,,Y - 9/4 at F5L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
753,L,42189,GREY PT,Black/Black,0700EE2D2F,,F,adult,,,,,BOX 86 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
754,L,42235,GREY PT,G/G,0700EDF117,,F,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
755,L,42235,GREY PT,LG/LG,0700EE2C9F,,F,adult,adult at TOIC,,BOX 25-1 L,BOX 27A L,,N,N,Y,Y,,Y-LEAR 3,,,,,Y-again 9/18 at F2L; 10/21 at F2L,,,,0,1,1,,0,0,0,1,1,1,1,,,N
756,L,42235,GREY PT,LB/LB,0700EE052C,,F,,paired with BLUE PT; S/Y,BOX 30 L,BOX 30-1 L,BOX 30-2 L,,N,N,Y,Y,,Y-LEAR 3,,,,,Y - again 9/4 at F3L; 10/21 at F3L,,,,1,1,1,,0,1,0,1,1,1,1,,,N
757,L,42235,GREY PT,Y/Y,0700EDAF92,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
758,L,42235,GREY PT,O/O,0700EDADAF,,F,adult,adult at TOIC,,,BOX 40 L,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,1,1,,,N
759,L,42235,GREY PT,Grey/Grey,0700EDA9B0,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
760,L,42235,Y PT,W/S2740-25339,0700EE164C,,,juv,,,,,,N,N,N,N,,,,,,,Y - 8/19 at F3L; 9/4 at F4L; 9/18 at F3L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
761,L,42235,Y PT,S2740-25039/W,0700EE4393,,,juv,missing toenail; lots of white on head,,,,,N,N,N,N,,,,,,,Y - 9/4 at F4L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
762,L,42235,Y PT,Black/S2540-39203,0700EDC967,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y - again 9/4 at F2L; 9/18 at F2L; 10/21 at F2L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
763,L,42240,Black/Black,GREY PT,0700EDB700,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y - again 9/4 at F5L. 10/23 at F6L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
764,L,42240,BLUE PT,G/LG,0700EE2E69,,,juv,juve at TOIC; caught w W/W; GREY PT,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
765,L,42240,BLUE PT,G/LB,0700EE0CAF,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
766,L,42240,BLUE PT,G/Blue,0700EE0CE2,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
767,L,42240,BLUE PT,G/Y,0700EE403D,,F,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
768,L,42240,Blue/Blue,GREY PT,0700EDB9A3,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
769,L,42240,G/G,GREY PT,0700EDB8E2,,M,adult,adult at TOIC; missing blood sample; collect a 2nd if possible,BOX 27A L,BOX 26 L,,,N,N,Y,Y,,Y-LEAR 8; LEAR 3,,,,,Y - again 8/31 at F7L,,,,1,1,1,,0,1,0,1,1,0,1,,,N
770,L,42240,GREY PT,W/S2740-25042,0700EE04E2,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
771,L,42240,GREY PT,W/W,0700EDF56D,,M,juv,juve at TOIC,,,BOX 47 L,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,1,1,,,N
772,L,42240,Grey/Grey,GREY PT,0700EDE0DC,,M,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y-again 9/18 at F5L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
773,L,42240,LB/LB,GREY PT,0700ED9150,,F,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y - 8/31 at F8L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
774,L,42240,LG/LG,GREY PT,0700EDF371,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
775,L,42240,O/O,GREY PT,0700EDBE94,,,adult,adult at TOIC; caught w Y/Y; GREY PT,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
776,L,42240,W/W,GREY PT,0700EDF9A8,,F,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y - again 9/4 at F5L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
777,L,42240,Y PT,S2720-43485/LB,0700EE0CD0,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
778,L,42240,Y/Y,GREY PT,0700EDEA14,,M,adult,adult at TOIC,BOX 28 L; second clutch BOX 29-1 L,BOX 28 L,BOX 28 L,,N,N,Y,Y,,Y-LEAR 3,,,,,Y - again 9/4 at F4L,,,,1,1,1,,0,1,0,1,1,1,1,,,N
779,L,42247,BLACK PT,G/LG,0700EE3D69,,F,adult,adult at TOIC,,,,,N,N,Y,Y,,,,,,Y-F8L 1/30,Y - again 10/21 at F8L,,,,0,1,1,,0,0,0,0,1,0,1,,,N
780,L,42247,BLACK PT,G/LB,0700ED86F9,,F,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
781,L,42247,BLACK PT,G/Blue,0700EE106D,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
782,L,42247,BLUE PT,G/O,0700EE27EB,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
783,L,42247,BLUE PT,G/W,0700EDA64F,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
784,L,42247,BLUE PT,G/Black,0700EE122D,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
785,L,42247,BLUE PT,G/Grey,0700EDA810,,M,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
786,L,42247,G/Black,BLUE PT,0700EDEDCD,,,,caught with grey pt; lg,,,,,N,N,N,N,,,,,,,Y - again 9/9 at F9L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
787,L,42247,G/Blue,BLUE PT,0700EDD440,,M,adult,adult at TOIC,,BOX 69-1 L,,,N,N,N,Y,,,,,,,Y - again 9/9 at F9L; 10/21 at f9l,,,,0,1,1,,0,0,0,1,0,0,1,,,N
788,L,42247,G/Grey,BLUE PT,0700EDC62E,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
789,L,42247,G/LB,BLUE PT,0700EDECF8,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
790,L,42247,G/LG,BLUE PT,0700EDF2CA,,M,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
791,L,42247,G/O,BLUE PT,0700EE4473,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
792,L,42247,G/W,BLUE PT,0700EDAF28,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
793,L,42247,G/Y,BLUE PT,0700EDA1F5,,F,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y - again 9/9 at F9L; 9/23 at F8L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
794,L,42251,BLACK PT,G/Y,0700ED935E,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y-again 9/18 at F3L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
795,L,42251,BLACK PT,S2720-43489/W,0700EDA1AE,,F,adult,adult at TOIC,,BOX 22-1 L,BOX 23 L,,N,N,Y,Y,,Y-LEAR 3,,,,,Y,,,,0,1,1,,0,0,0,1,1,1,1,,,N
796,L,42251,BLACK PT,G/O,0700EDB448,,F,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
797,L,42251,BLACK PT,G/W,0700EE35C0,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y-again 9/18 at F2L; 10/21 at F2L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
798,L,42251,BLACK PT,G/Black,0700EDA8DD,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y-again 9/18 at F2L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
799,L,42251,BLACK PT,G/Grey,0700EDC72C,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y-again 9/18 at F5L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
800,L,42251,BLACK PT,W/S2720-43486,0700EDE9FE,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y-again 9/18 at F5L; 10/23 at F6L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
801,L,42251,BLACK PT,Y/S2740-25096,0700EDFC73,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
802,L,42251,BLUE PT,W/S2720-43493,0700ED97FC,,F,adult,adult at TOIC,,,BOX 13 L,,N,N,N,Y,,,,,,,Y - again 10/21 at f3l,,,,0,0,1,,0,0,0,0,0,1,1,,,N
803,L,42251,G/Black,BLACK PT,0700EE1D35,,F,adult,adult at TOIC,,BOX 47-1 L,BOX 46 L,,Y,N,Y,Y,,Y-LEAR 8,,,,,Y-again 9/18 at F5L,,,,0,1,1,,1,0,0,1,1,1,1,,,N
804,L,42251,G/Blue,BLACK PT,0700EDB10A,,F,juv,juve at TOIC,BOX 22-1 L,,,,N,N,N,N,,,,,,,Y,,,,1,0,1,,0,1,0,0,0,0,1,,,N
805,L,42251,G/Grey,BLACK PT,0700ED8B4D,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
806,L,42251,G/LB,BLACK PT,0700ED9156,,F,,,,BOX 22-2 L,,,N,N,N,Y,,,,,,,Y-again 9/18 at F2L; 10/21 at F2L,,,,0,1,1,,0,0,0,1,0,0,1,,,N
807,L,42251,G/LG,BLACK PT,0700EDA70B,,M,adult,adult at TOIC,BOX 41-1 L,BOX 41-1 L,BOX 40 L,,N,N,N,N,,,,,,,Y-again 9/18 at F5L; 10/23 at F5L,,,,1,1,1,,0,1,0,1,0,1,1,,,N
808,L,42251,G/O,BLACK PT,0700EDF46B,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
809,L,42251,G/W,BLACK PT,0700EDC6A6,,F,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
810,L,42251,G/Y,BLACK PT,0700EDA6A5,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
811,L,42251,Y PT,G/LG,0700EE01DB,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
812,L,42251,Y PT,G/LB,0700ED8C62,,,juv,juve at TOIC; caught w G/B; blue pt,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
813,L,42256,G/Black,Y PT,0700EDC0CD,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
814,L,42256,G/Blue,Y PT,0700EDCC4E,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
815,L,42256,G/LB,Y PT,0700EDCFEE,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
816,L,42256,G/LG,Y PT,0700EDC1CA,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
817,L,42256,G/O,Y PT,0700EE0C3E,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
818,L,42256,G/W,Y PT,0700EE2529,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
819,L,42256,G/Y,Y PT,0700EE2CC3,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
820,L,42256,Y PT,G/Blue,0700EDCEB2,,,juv,juve at TOIC; caught w G/Y; blue pt,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
821,L,42256,Y PT,G/Y,0700EDF754,,,,,,,,,N,N,N,N,,,,,,,Y-again 9/23 at F10L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
822,L,42256,Y PT,G/O,0700EDBD29,,,juv,juve at TOIC; extremely tangled in net,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
823,L,42256,Y PT,G/W,0700EDBAD4,,,adult,adult at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
824,L,42256,Y PT,G/Black,0700EDF4B5,,,juv,juve at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
825,L,42256,Y PT,G/Grey,0700EDAAE7,,M,,,BOX 21 L,,,,N,N,N,N,,,,,,,Y,,,,1,0,1,,0,1,0,0,0,0,1,,,N
826,L,42265,G/Black,GREY PT,0700EDC4F2,,,juv,Juve at TOIC; caught with G/W;GREY PT (0700EE43B8) 9/18/15.,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
827,L,42265,G/Blue,GREY PT,0700EE4214,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
828,L,42265,G/Grey,Y PT,0700EE1664,,M,,,BOX 9 L 06/10,BOX 9 L,,,N,N,Y,Y,,Y-LEAR 3,,,,Y-F3L 1/27,Y,,,,1,1,1,,0,1,0,1,1,0,1,,,N
829,L,42265,G/LB,GREY PT,0700EE3D89,,M,adult,adult at TOIC,,,BOX IF2A L,,N,N,Y,Y,,,,,,,Y,,,,0,1,1,,0,0,0,0,1,1,1,,,N
830,L,42265,G/O,GREY PT,0700EDECD8,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
831,L,42265,G/W,GREY PT,0700EE43B8,,M,juv,Juve at TOIC; caught with G/Black;Grey PT (0700EDC4F2) 9/18/15.,,,BOX 13 L,,N,N,N,Y,,,,,,,Y - again 10/21 at f3l,,,,0,0,1,,0,0,0,0,0,1,1,,,N
832,L,42265,G/Y,GREY PT,0700EDFEE7,,F,adult,Adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
833,L,42265,GREEN PT,S2720-43492,0110179868,,,adult,,,,,,N,N,N,Y,,,,,,,Y - again 10/21 at F3L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
834,L,42265,GREY PT,G/LB,0700EE28B9,,M,adult,adult at TOIC,BOX 29-6 L,BOX 29-6 L,BOX 29-6 L,,N,N,Y,Y,,Y-LEAR 3,,,,Y- F3L 3/1,Y - again 10/21 at F3L,,,,1,1,1,,0,1,0,1,1,1,1,,,N
835,L,42265,GREY PT,G/Blue,0700EDA554,,,adult,adult at TOIC,,,,,N,N,N,Y,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
836,L,42265,GREY PT,G/Y,0700EDFD3A,,M,,,,BOX 15 L,BOX 15 L,,N,N,Y,Y,,Y-LEAR 3,,,F1L 11/22;,,Y,,,,1,1,1,,0,0,1,1,1,1,1,,,N
837,L,42265,GREY PT,G/O,0700EE3A95,,,juv,juvie at TOIC,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
838,L,42265,GREY PT,G/W,0700EE0B52,,,adult,adult at TOIC,,,,,N,N,N,Y,,Y-LEAR 8,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
839,L,42265,GREY PT,G/Black,0700EE231A,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
840,L,42265,GREY PT,G/Grey,0700EDF88A,,,,,,,,,N,N,N,N,,,,,,,Y,,,,0,0,1,,0,0,0,0,0,0,1,,,N
841,L,42270,BLUE PT,B/G,0700EDEFDE,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
842,L,42270,BLUE PT,B/LG,0700EDD17B,,M,,,,BOX 58-2 L,BOX 59 L,,N,N,Y,Y,,,,,,,Y - again 10/21 at F8L,,,,0,1,1,,0,0,0,1,1,1,1,,,N
843,L,42270,G/Grey,GREY PT,0700EDFCB1,,M,juv,Juvie at TOIC,,BOX 55-1 L,BOX 57 L,,N,N,Y,Y,,,,,,,Y,,,,0,1,1,,0,0,0,1,1,1,1,,,N
844,L,42298,B/G,BLUE PT,0700EDB3B3,,,,,,,,,N,N,N,N,,,,,,,Y-11/14/15 at F8L,,,,0,0,1,,0,0,0,0,0,0,1,,,N
845,L,42298,B/LB,BLUE PT,0700EDE972,,,,,,,,,Y,N,Y,Y,,,,,,,,,,,0,1,1,,1,0,0,0,1,0,1,,,N
846,L,42298,B/LG,BLUE PT,0700EE2A15,,F,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
847,L,42298,B/O,BLUE PT,0700EDF8B6,,M,,,,,BOX 58-2 L,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,,,N
848,L,42298,B/W,BLUE PT,0700EE3876,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
849,L,42298,B/Y,BLUE PT,0700EDAA0B,,,,,,,,,N,N,N,Y,,Y-LEAR 3,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
850,L,42298,BLUE PT,B/LG,0700EE3402,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
851,L,42298,BLUE PT,B/O,0700EDB2AB,,M,,,,,,,N,N,N,Y,,Y-LEAR 3,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
852,L,42298,BLUE PT,B/W,0700EE05D4,,M,,didn't fly right away,BOX 32-1A L 06/10,BOX 32-1A ,,,N,N,N,N,,,,,Y- F4L 23 Aug,,,,,,1,1,1,,0,1,1,1,0,0,1,,,N
853,L,42298,BLUE PT,B/Y,0700EDD808,,,,didn't fly right away,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
854,L,42298,BLUE PT,B/Black,0700EDE95E,,M,,,,,,,N,N,N,Y,,Y-LEAR 8,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
855,L,42298,BLUE PT,B/Grey,0700EDF33B,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
856,L,42298,BLUE PT,Y/LB,0700EDE6A4,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
857,L,42298,BLUE PT,Y/G,0700EE404E,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
858,L,42298,BLUE PT,Y/W,0700EDD66C,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
859,L,42298,GREY PT,G/LG,0700EDA83E,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
860,L,42298,Y PT,S2720-43572,0700EDAC08,,,adult,,,,,,N,N,N,Y,,Y-LEAR 8,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
861,L,42300,B/Black,BLUE PT,0700EE44ED,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
862,L,42300,B/Grey,BLUE PT,0700EE3A90,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
863,L,42300,BLACK PT,B/G,0700EDEF2A,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
864,L,42300,BLACK PT,B/LG,0700EDADD0,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
865,L,42300,BLACK PT,B/O,0700ED86DA,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
866,L,42300,BLACK PT,B/W,0700EE074E,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
867,L,42300,BLACK PT,B/Y,0700EDD6CF,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
868,L,42300,BLACK PT,B/LB,0700EDD2F8,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
869,L,42300,BLACK PT,B/Black,0700EDD085,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
870,L,42322,B/Black,BLACK PT,0700EDC40A,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
871,L,42322,B/Black,Y PT,0700EDCF76,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
872,L,42322,B/G,BLACK PT,0700EDD8B9,,M,,,,BOX 31 L,BOX 31 L,,N,N,N,Y,,,,,,,,,,,0,1,1,,0,0,0,1,0,1,1,,,N
873,L,42322,B/G,Y PT,0700EDAB41,,,,,,,,,N,N,N,Y,,Y-LEAR 3,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
874,L,42322,B/Grey,BLACK PT,0700ED8E00,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
875,L,42322,B/Grey,Y PT,0700EDBEED,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
876,L,42322,B/LB,BLACK PT,0700ED8825,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
877,L,42322,B/LB,Y PT,0700EDEC59,,M,,Recap 2/12/16 at LEAR8,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
