Order,Site,RFID Date,LEFT,RIGHT,RFID number,OLD RFID,Sex,Age_TOIC,Notes,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Detected_18_19,Detected_17_18,Detected_16_17,Detected_15_16,Detected_14_15,Detected_April_16,Detected_May_16,Recap_F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15,,,Present_17_18,Present_16_17,Present_15_16,Present_14_15,Nonbreeding_18_19,Breeding_18,Nonbreeding_17_18,Breeding_17,Nonbreeding_16_17,Breeding_16,Nonbreeding_15_16,Breeding_15,Nonbreeding_14_15,Remove_18_19
263,H,42319,Black/R,B PT,0700EE03ED,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
264,H,42319,Blue/R,B PT,0700EE0425,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
265,H,42319,G/R,B PT,0700EDD070,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
266,H,42319,Grey/R,B PT,0700EDDD56,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
267,H,42319,LB/R,B PT,0700EDB0A9,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
268,H,42319,O/R,B PT,0700EE0E70,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
269,H,42319,R,B PT,0700EDBB5C,,M,juv,Juv,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
270,H,42319,R,Black PT,0700EE332F,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
271,H,42319,R/Black,B PT,0700EDEEA1,,,juv,Juv,,,,,N,N,N,Y,,,Y-HEAR 3,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
272,H,42319,R/Blue,B PT,0700ED9E31,,F,juv,Juv,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
273,H,42319,R/Blue,Black PT,0700EDF1FA,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
274,H,42319,R/G,B PT,0700EDE244,,,juv,Juv,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
275,H,42319,R/Grey,B PT,0700EDFF57,,M,juv,Juv,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
276,H,42319,R/LB,B PT,0700EE1503,,,juv,Juv,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
277,H,42319,R/LB,Black PT,0700EDECC1,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
278,H,42319,R/O,B PT,0700EE3916,,,juv,Juv,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
279,H,42319,R/O,Black PT,0700EDDACB,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
280,H,42319,R/R,B PT,0700EE17A6,,M,juv,Juv,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
281,H,42319,R/R,Black PT,0700EDF817,,F,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
282,H,42319,R/Y,B PT,0700EE2DBB,,,juv,Juv,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
283,H,42319,R/Y,Black PT,0700EE0E28,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
284,H,42319,Y/R,B PT,0700EDE67B,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
285,H,42393,Black PT,O/R,0700EE0014,,M,,Present at LEAR8 April 2016 and detected LOW and HIGH arrays F2015/W16,,,,,N,N,N,Y,,Y-LEAR 8,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
286,H,42393,Black PT,Y/R,0700EDB336,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
287,H,42393,Black PT,Blue/R,0700EDEF94,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
288,H,42393,Black PT,LB/R,0700EDD50E,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
289,H,42393,S2540-39424/LB,R PT,0700EE026F,,,adult,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
290,H,42393,Black PT,G/R,0700ED93A4,,,,,,,,,N,N,N,Y,,Y-HEAR 3,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
291,H,42393,Black PT,Black/R,0700ED9CF3,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
292,H,42393,S2720-43455/R,W PT,011017A272,,,adult,*RECAPTURED 2/12/16 at F8L! Last recorded at F3H on 1/28/16 (battery died on this day),,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
293,H,42393,Black PT,Grey/R,0700EDC3A1,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
294,H,42393,Black/R,Black PT,0700EDC4DB,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
295,H,42393,Blue/R,Black PT,0700ED97A8,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
296,H,42393,G/R,Black PT,0700EE1ED7,,M,,,,,,,N,Y,N,Y,,,,,F3H 11/29,,,,,,1,0,1,,0,0,1,0,0,0,1,,,N
297,H,42393,Grey PT,R,0700EE0369,,,,Detected at LOW and HIGH arrays F2015/W16,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
298,H,42393,Grey PT,R/R,0700EE2506,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
299,H,42393,Grey PT,R/O,0700ED8B71,,,,Looks like was tailless but tail now growing back at TOIC.,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
300,H,42393,Grey PT,R/Y,0700EDCF71,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
301,H,42393,Grey PT,R/Blue,0700EDB366,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
302,H,42393,Grey PT,R/LB,0700EE3E61,,,,,,,,,N,N,N,Y,,Y-HEAR 1,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
303,H,42393,Grey PT,R/G,0700EDADAB,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
304,H,42393,Grey PT,R/Black,0700EDCAE6,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
305,H,42393,Grey PT,R/Grey,0700EDBBE6,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
306,H,42393,Grey PT,O/R,0700EE40C2,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
307,H,42393,Grey PT,Y/R,0700EDD51F,,M,,,BOX B27 H,BOX B29 H,BOX B21 H,,N,Y,Y,Y,,Y-HEAR 1,,,,,,,,,1,1,1,,0,1,1,1,1,1,1,,,N
308,H,42393,Grey PT,Blue/R,0700EE444A,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
309,H,42393,Grey PT,LB/R,0700EDF68C,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
310,H,42393,Grey/R,Black PT,0700EE0B96,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
311,H,42393,LB/R,Black PT,0700EDBB92,,M,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
312,H,42393,O/R,Black PT,0700ED905A,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
313,H,42393,R,Grey PT,0700EDF801,,F,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
314,H,42393,R/Black,Black PT,0700ED8D3F,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
315,H,42393,R/Black,Grey PT,0700EE13E8,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
316,H,42393,R/Blue,Grey PT,0700EE1C1F,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
317,H,42393,R/G,Black PT,0700EE0053,,M,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
318,H,42393,R/G,Grey PT,0700EDA431,,,,,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
319,H,42393,R/Grey,Black PT,0700EE2B53,,,,Former tailless @ TOIC,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
320,H,42393,R/Grey,Grey PT,0700EE0BA3,,M,,Feather parasites @ TOIC.,,,,,N,N,N,Y,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
321,H,42393,R/LB,Grey PT,0700EE2BF7,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
322,H,42393,R/O,Grey PT,0700EE1227,,M,,,,,,,N,N,Y,Y,,Y-HEAR 1,,,,,,,,,0,1,1,,0,0,0,0,1,0,1,,,N
323,H,42393,R/R,Grey PT,0700EDF2B4,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
324,H,42393,R/Y,Grey PT,0700EE1DFC,,,,,,,,,N,N,N,N,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
325,H,42393,Y/R,Black PT,0700EDF646,,M,,Present at LEAR8 April 2016; Detected LOW and HIGH F2015/W16,,,,,N,N,N,Y,,Y-LEAR 8,,,,,,,,,0,0,1,,0,0,0,0,0,0,1,,,N
326,H,42551,Grey PT,G/R,0700EE4471,,M,adult,,BOX B17 H,BOX B15 H,BOX B12 H,,N,N,N,,,,,,,,,,,,1,1,1,,0,1,0,1,0,1,1,,,N
327,H,42551,Grey PT,Black/R,0700EE3453,,F,adult,,BOX B17 H,BOX B15 H,BOX B12 H,,N,N,N,,,,,,,,,,,,1,1,1,,0,1,0,1,0,1,1,,,N
328,H,42555,Grey PT,Grey/R,0700ED9667,,M,adult,,BOX 1-3 H,,BOX 1-3 H,,Y,Y,Y,,,,,,F1H 9/15,Y-F1H 12/22/2016,,,,,1,1,1,,1,1,1,0,1,1,1,,,N
329,H,42555,O/R,Grey PT,0700EDA16F,,M,adult,,,BOX 28-1A H,BOX 44 H,,N,N,N,,,,,,,,,,,,0,1,1,,0,0,0,1,0,1,1,,,N
330,H,42555,Y/R,Grey PT,0700EE42EC,,F,adult,,,,BOX 1-3 H,,Y,Y,Y,,,,,,F2H 11/11,,,,,,1,1,1,,1,0,1,0,1,1,1,,,N
331,H,42556,Black/R,Grey PT,0700EE3311,,F,adult,,,BOX 22-1 H,BOX 22-1 H,,N,N,Y,,,,,,,,,,,,0,1,1,,0,0,0,1,1,1,1,,,N
332,H,42556,Blue/R,Grey PT,0700EDFC8B,,F,adult,,,BOX 21 H,BOX 21 H,,N,N,Y,,,,,,,,,,,,0,1,1,,0,0,0,1,1,1,1,,,N
333,H,42556,Blue/W,R PT,0700ED8A15,,M,adult,,BOX B32 H,,BOX B31 H,,N,N,N,,,,,,,,,,,,1,0,1,,0,1,0,0,0,1,1,,,N
334,H,42556,G/R,Grey PT,0700EE2E34,,M,adult,,,,BOX 28-1 H,,N,N,N,,,,,,,Y- F4H 11/30/2016,,,,,0,1,1,,0,0,0,0,1,1,1,,,N
335,H,42556,Grey/R,Grey PT,0700EDCD66,,F,adult,,,,BOX 15 H,,N,N,N,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,,,N
336,H,42556,LB/R,Grey PT,0700EE2E31,,F,adult,,,BOX 29A H,BOX 28-1 H,,N,N,N,,,,,,,,,,,,0,1,1,,0,0,0,1,0,1,1,,,N
337,H,42557,R PT,W,0700EDA99B,,F,adult,,,,BOX 43-1 H,,N,N,Y,,,,,,,Y-F2H 12/22/2016,,,,,0,1,1,,0,0,0,0,1,1,1,,,N
338,H,42557,R PT,W/R,0700ED918A,,F,adult,,,,BOX 41 H,,N,N,N,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,,,N
339,H,42557,R PT,W/O,0700EE0329,,M,adult,,BOX 17-1 H,BOX 17-1 H,BOX 17-1 H,,N,Y,N,,,,,,,Y-F2H 12/22/2016,,,,,1,1,1,,0,1,1,1,1,1,1,,,N
340,H,42557,R PT,W/Blue,0700EDADFA,,M,adult,,BOX 16A H,,BOX 14A H,,N,N,N,,,,,,F1H 12/13,,,,,,1,0,1,,0,1,1,0,0,1,1,,,N
341,H,42557,R PT,W/LB,0700EE0C9C,,F,adult,,,,BOX 14A H,,N,N,N,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,,,N
342,H,42557,R PT,W/G,0700EDB8AA,,F,adult,,,,BOX 32 H,,N,N,N,,,,,,,,,,,,0,0,1,,0,0,0,0,0,1,1,,,N
343,H,42560,R PT,W/Grey,0700EE287D,,F,adult,,BOX B28 H,,BOX B28 H,,N,N,N,,,,,,,,,,,,1,0,1,,0,1,0,0,0,1,1,,,N
344,H,42578,GREEN PT,R/S2720-43702,0700EE355F,,F,adult,,,BOX 24 H,BOX 25 H,,N,Y,Y,,,,,,F3H 8/18,,,,,,1,1,1,,0,0,1,1,1,1,1,,,N
345,H,42669,R/S2740-25660,W PT,011017A327,,M,juv,,,BOX 13 H,,,Y,Y,Y,,,,,,,Y-11/21/2016 F4H; 12/19/2016 F5H,,,,,1,1,,,1,0,1,1,1,,,,,N
346,H,42669,R PT,W/W,0700EE0395,,F,,,BOX 33-2 H,BOX 20 H,,,Y,Y,Y,,,,,,,Y- F3H 12/19/2016,,,,,1,1,,,1,1,1,1,1,,,,,N
347,H,42669,W,R PT,0700EE4300,,M,,,BOX 22 H,BOX 22 H,,,Y,Y,Y,,,,,,,Y-12/4/2016 F4H,,,,,1,1,,,1,1,1,1,1,,,,,N
348,H,42669,W/O,R PT,0700EE00BC,,M,,,BOX 12 H,,,,Y,Y,Y,,,,,,,Y-F2H 12/22/2016,,,,,1,1,,,1,1,1,0,1,,,,,N
349,H,42669,W/R,R PT,0700ED9084,,F,,,BOX 26 H,BOX 28 H,,,Y,Y,Y,,,,,F3H 03/24 tail feather taken 2019,F3H - 8/13,,,,,,1,1,,,1,1,1,1,1,,,,,N
350,H,42678,W/Blue,R PT,0700EDED4B,,M,,,,,,,N,N,Y,,,,,,,Y-F2H 12/22/2016,,,,,0,1,,,0,0,0,0,1,,,,,N
351,H,42681,S2740-25910/R,Purple PT,011017A5AA,,,juv,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
352,H,42681,R/S2740-25870,Green PT,0110179DFA,,F,juv,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
353,H,42681,S2740-25696/O,Purple PT,0700EDE028,,M,juv,,BOX 33 H,,,,Y,Y,Y,,,,,,,Y-11/21/2016 F3H;  11/30/2016 F3H; 12/26/2016 F4H,,,,,1,1,,,1,1,1,0,1,,,,,N
354,H,42681,W/Black,R PT,0700EE0D3C,,M,,,,BOX 28 H,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,1,1,,,,,N
355,H,42681,W/G,R PT,0700EDA702,,M,,,BOX 31-2 H,,,,Y,Y,Y,,,,,,,,,,,,1,1,,,1,1,1,0,1,,,,,N
356,H,42681,W/Grey,R PT,0700EDDD07,,M,,,,,,,N,N,Y,,,,,,,Y-11/21/2016 F4H,,,,,0,1,,,0,0,0,0,1,,,,,N
357,H,42681,W/LB,R PT,0700EDCB97,,F,,,BOX 29A H,BOX 29-1 H,,,Y,Y,Y,,,,,,,Y- 12/7/2016 F4H,,,,,1,1,,,1,1,1,1,1,,,,,N
358,H,42681,W/W,R PT,0700EDC0C6,,F,,,BOX 24-1 H,,,,Y,Y,Y,,,,,,,Y-F4H 12/22/2016,,,,,1,1,,,1,1,1,0,1,,,,,N
359,H,42683,R/S2740-25815,Purple PT,0700ED9813,,,juv,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
360,H,42683,R PT,Blue/W,0700EE2513,,F,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
361,H,42683,R PT,LB/W,0700EE1303,,F,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
362,H,42683,R PT,O/W,0700EE0457,,,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
363,H,42683,R PT,R/W,0700EDBFAD,,M,,,BOX 1-1 H,BOX 1 H; BOX 5 H,,,Y,Y,Y,,,,,F1H 1/13,F1H 9/8; F2H 11/11,,,,,,1,1,,,1,1,1,1,1,,,,,N
364,H,42688,S2740-25803/Grey,R PT,0700EE32A9,,M,juv,,BOX 39 H,,,,Y,N,N,,,,,,,,,,,,1,1,,,1,1,0,0,1,,,,,N
365,H,42688,O/W,R PT,0700EDEDAE,,,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
366,H,42688,R PT,Black/W,0700EE1E1B,,F,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
367,H,42688,R PT,G/W,0700EE3C13,,F,,,BOX 35-1 H,,,,Y,Y,Y,,,,,,F3H 12/13,Y- 11/21/2016 F4H; 12/19/2016 F5H,,,,,1,1,,,1,1,1,0,1,,,,,N
368,H,42688,R PT,Grey/W,0700EE3CC0,,,,,,,,,N,N,Y,,,,,,,Y- 12/4/2016 F4H; F4H 12/22/2016,,,,,0,1,,,0,0,0,0,1,,,,,N
369,H,42688,R/W,R PT,0700EDFD30,,M,,,,BOX 16 H,,,N,N,Y,,,,,,,Y-11/21/2016 F4H,,,,,0,1,,,0,0,0,1,1,,,,,N
370,H,42688,LB/W,R PT,0700EE2914,,,,,,,,,N,N,Y,,,,,,,Y-F4H 12/22/2016,,,,,0,1,,,0,0,0,0,1,,,,,N
371,H,42695,B/S2740-25745,R PT,0700EDABF7,,F,juv,,BOX 5-2 H,,,,N,Y,Y,,,,,,F2H 9/15,,,,,,1,1,,,0,1,1,0,1,,,,,N
372,H,42695,Black/W,R PT,0700EE159B,,F,,MISSING BAND COMBO in book; double check!,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
373,H,42695,S2540-39389/Black,R PT,0700EDB70E,,F,adult,,BOX 43-2 H,BOX 21-1 H,,,N,N,N,,,,,,,,,,,,1,1,,,0,1,0,1,1,,,,,N
374,H,42695,S2740-25754/Y,Purple PT,011017999B,,F,juv,,,,,,N,N,Y,,,,,,,Y- 12/7/2016 F3H,,,,,0,1,,,0,0,0,0,1,,,,,N
375,H,42695,B PT,W/R,0700ED8BD1,,F,,,BOX 28-1A H,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,1,1,0,1,,,,,N
376,H,42695,B PT,R/W,0700EDD65F,,M,,NEW BAND COMBO: _; BLUE PT. Injury on Left Leg; removed color bands and placed original PIT tag on uninjured right leg,BOX 31 H,BOX 29-1 H,,,Y,Y,Y,,,,,,F3H 01/12/18,Y- 12/7/2016 F4H,,,,,1,1,,,1,1,1,1,1,,,,,N
377,H,42695,Black PT,W/R,0700EDD4DE,,M,,,BOX 29-3 H,,,,N,Y,Y,,,,,,F4H 9/8,,,,,,1,1,,,0,1,1,0,1,,,,,N
378,H,42695,Black PT,R/W,0700EE3A1B,,M,,,,,,,Y,Y,Y,,,,,,F4H 9/15,Y-F4H 11/30/2016,,,,,1,1,,,1,0,1,0,1,,,,,N
379,H,42695,G/W,R PT,0700ED9998,,F,,,BOX 10 H,BOX 6 H,,,Y,Y,Y,,,,,,F2H 11/24,,,,,,1,1,,,1,1,1,1,1,,,,,N
380,H,42695,Grey PT,W/R,0700EDD4E1,,,,,,,,,Y,Y,Y,,,,,,,Y-F4H 12/4/2016,,,,,1,1,,,1,0,1,0,1,,,,,N
381,H,42695,Grey PT,R/W,0700EE13D5,,,,,,,,,N,N,Y,,,,,,,Y-F3H 12/22/2016,,,,,0,1,,,0,0,0,0,1,,,,,N
382,H,42695,Grey/W,R PT,0700EE44D2,,,,,,,,,Y,Y,Y,,,,,,F3H 9/8,,,,,,1,1,,,1,0,1,0,1,,,,,N
383,H,42695,Y PT,W/R,0700EE2E26,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
384,H,42698,Y PT,R/W,0700EDF740,,,,,,,,,Y,Y,Y,,,,,,F4H 9/15,,,,,,1,1,,,1,0,1,0,1,,,,,N
385,H,42704,LB/S2740-25692,R PT,0700EDF308,,,juv,,,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,0,1,,,,,N
386,H,42704,S2740-25746/G,Purple PT,0700EE1819,,F,juv,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
387,H,42704,S2740-25866/LB,Purple PT,0700EDF321,,M,juv,,,BOX 20A H,,,Y,Y,Y,,,,,,,,,,,,1,1,,,1,0,1,1,1,,,,,N
388,H,42704,Green PT,R/W,011017A4B0,,,,,,,,,N,Y,Y,,,,,,F4H 9/15,Y-F4H 12/30/2016,,,,,1,1,,,0,0,1,0,1,,,,,N
389,H,42704,Green PT,W/R,0700EE0049,,,,,,,,,N,N,Y,,,,,,,Y-F4H 12/19/2016,,,,,0,1,,,0,0,0,0,1,,,,,N
390,H,42704,Purple PT,R/W,01101799BB,,F,,,,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,0,1,,,,,N
391,H,42704,Purple PT,W/R,010799F978,,F,,,BOX 6A H,,,,N,Y,Y,,,,,,F1H 9/8,,,,,,1,1,,,0,1,1,0,1,,,,,N
392,H,42704,White PT,R/W,01101798A9,,,,,,,,,Y,Y,Y,,,,,,,Y-F2H 12/26/2016,,,,,1,1,,,1,0,1,0,1,,,,,N
393,H,42704,White PT,W/R,011017A21B,,M,,,BOX 6A H,,,,Y,Y,Y,,,,,F1H 30/13 tail feather taken,F1H-F4H 9/15,,,,,,1,1,,,1,1,1,0,1,,,,,N
394,H,42708,S2740-25858/B,Purple PT,011017A009,,F,juv,,,,,,N,N,Y,,,,,,F1H 11/17,Y-F1H 12/22/2016,,,,,1,1,,,0,0,1,0,1,,,,,N
395,H,42708,S2740-25296/Grey,Purple PT,0110179607,,,adult,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
396,H,42708,R/W,B PT,0700EE2B4B,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
397,H,42708,W/R,B PT,0700EDC865,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
398,H,42708,W/R,Black PT,0700EDB951,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
399,H,42711,R/W,Black PT,0700EDC722,,,,,,,,,N,N,Y,,,,,,,Y-F1H 12/22/2016; F1H 12/30/2016,,,,,0,1,,,0,0,0,0,1,,,,,N
400,H,42711,R/W,Grey PT,0700EDC75C,,,,Pics and feathers taken 2018,,,,,Y,Y,Y,,,,,F1H 9/10,F1H 9/15,,,,,,1,1,,,1,0,1,0,1,,,,,N
401,H,42711,W/R,Grey PT,0700ED9947,,F,,,BOX 17-1 H,BOX 17-1 H,,,Y,Y,Y,,,,,,F1H 12/13,,,,,,1,1,,,1,1,1,1,1,,,,,N
402,H,42723,W/S2740-25786,Purple PT,0700EDB721,,M,juv,,BOX 35-1A H,,,,Y,Y,Y,,,,,,F4H 8/18,,,,,,1,1,,,1,1,1,0,1,,,,,N
403,H,42723,Y/S2740-25818,Purple PT,0110179E70,,,juv,,,,,,N,Y,Y,,,,,,F1H 11/17,,,,,,1,1,,,0,0,1,0,1,,,,,N
404,H,42723,R/W,White PT,01101796A6,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
405,H,42723,R/W,Y PT,0700EDD2A3,,F,,,BOX 15 H,,,,N,N,N,,,,,,,,,,,,1,1,,,0,1,0,0,1,,,,,N
406,H,42723,W/R,White PT,011017A6FE,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
407,H,42723,W/R,Y PT,0700EE23A2,,,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
408,H,42726,W/R,Green PT,011017A0B3,,,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
409,H,42726,R/W,Green PT,011017A0B1,,F,,,BOX B9 H,,,,Y,Y,Y,,,,,,F1H 8/28; F2H 11/29,,,,,,1,1,,,1,1,1,0,1,,,,,N
410,H,42726,W/R,Purple PT,011017A69C,,F,,,,,,,N,N,Y,,,,,,F1H 11/17,,,,,,1,1,,,0,0,1,0,1,,,,,N
411,H,42726,R/W,Purple PT,011017A28B,,M,,,BOX 43 H,,,,N,N,N,,,,,,,,,,,,1,1,,,0,1,0,0,1,,,,,N
412,H,42726,White PT,R,011017A7C7,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
413,H,42726,White PT,R/R,0110170296,,M,,,BOX 15A H,,,,N,N,N,,,,,,,,,,,,1,1,,,0,1,0,0,1,,,,,N
414,H,42726,White PT,R/O,011017A409,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
415,H,42726,White PT,R/Y,0110179BAB,,M,,,BOX 29A H,,,,Y,Y,Y,,,,,,F4H 11/29,,,,,,1,1,,,1,1,1,0,1,,,,,N
416,H,42726,GREEN/S2740-25836,Purple PT,0700EDF46D,,F,juv,,,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,0,1,,,,,N
417,H,42726,White PT,R/Blue,01101799F5,,F,,,,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,0,1,,,,,N
418,H,42726,White PT,R/LB,011017A00A,,F,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
419,H,42730,White PT,R/G,01101719DA,,,,,,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,0,1,,,,,N
420,H,42730,White PT,R/Black,011017A32E,,,,,,,,,N,N,N,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
